Application,Server,ID,Release_Date,Benchmark,Version1,Status1,Version1_Finding_Details,Version2,Status2,Version2_Finding_Details,T/F,TRUE/FALSE
application B,server B,BC-14,2022-21-02,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application B,server B,BC-15,2022-21-02,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application B,server B,BC-16,2022-21-02,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application B,server B,BC-17,2022-21-02,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application B,server B,BC-18,2022-21-02,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application B,server B,BC-19,2022-21-02,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-20,2022-21-02,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-21,2022-21-02,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-22,2022-21-02,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not Reviewed,,FALSE,FALSE
application B,server B,BC-23,2022-21-02,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-24,2022-21-02,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not Reviewed,,FALSE,FALSE
application B,server A,BC-01,2022-21-03,DOT NET,version1,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not Reviewed,Findings A,FALSE,FALSE
application B,server A,BC-02,2022-21-03,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not Reviewed,Findings B,FALSE,FALSE
application B,server A,BC-03,2022-21-03,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not Reviewed,Findings C,FALSE,FALSE
application B,server A,BC-04,2022-21-03,DOT NET,version1,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not Reviewed,Findings D,FALSE,FALSE
application B,server A,BC-05,2022-21-03,DOT NET,version1,Not Reviewed,Findings A,version2,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-06,2022-21-03,IE11,version1,Not Reviewed,Findings B,version2,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-07,2022-21-03,IE11,version1,Not Applicable,Findings C,version2,Not a Finding,,FALSE,FALSE
application B,server A,BC-08,2022-21-03,IE11,version1,Not Applicable,Findings D,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-09,2022-21-03,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server A,BC-10,2022-21-03,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-11,2022-21-03,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server A,BC-12,2022-21-03,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-13,2022-21-03,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-14,2022-21-03,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application B,server B,BC-15,2022-21-03,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application B,server B,BC-16,2022-21-03,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application B,server B,BC-17,2022-21-03,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application B,server B,BC-18,2022-21-03,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application B,server B,BC-19,2022-21-03,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-20,2022-21-03,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-21,2022-21-03,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server B,BC-22,2022-21-03,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server B,BC-23,2022-21-03,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-24,2022-21-03,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-01,2022-21-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application B,server A,BC-02,2022-21-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application B,server A,BC-03,2022-21-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application B,server A,BC-04,2022-21-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application B,server A,BC-05,2022-21-04,DOT NET,version1,Not a Finding,Findings A,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-06,2022-21-04,IE11,version1,Not a Finding,Findings B,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-07,2022-21-04,IE11,version1,Not a Finding,Findings C,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-08,2022-21-04,IE11,version1,Not a Finding,Findings D,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-09,2022-21-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-10,2022-21-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-11,2022-21-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-12,2022-21-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-13,2022-21-04,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-14,2022-21-04,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application B,server B,BC-15,2022-21-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application B,server B,BC-16,2022-21-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application B,server B,BC-17,2022-21-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application B,server B,BC-18,2022-21-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application B,server B,BC-19,2022-21-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-20,2022-21-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,,FALSE,FALSE
application B,server B,BC-21,2022-21-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,,FALSE,FALSE
application B,server B,BC-22,2022-21-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-23,2022-21-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-24,2022-21-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-01,2022-21-05,DOT NET,version1,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,Findings A,FALSE,FALSE
application B,server A,BC-02,2022-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,Findings B,FALSE,FALSE
application B,server A,BC-03,2022-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,Findings C,FALSE,FALSE
application B,server A,BC-04,2022-21-05,DOT NET,version1,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application B,server A,BC-05,2022-21-05,DOT NET,version1,Not Reviewed,Findings A,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-06,2022-21-05,IE11,version1,Not Reviewed,Findings B,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-07,2022-21-05,IE11,version1,Not Applicable,Findings C,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-08,2022-21-05,IE11,version1,Not Applicable,Findings D,version2,Not a Finding,,FALSE,FALSE
application B,server A,BC-09,2022-21-05,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-10,2022-21-05,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server A,BC-11,2022-21-05,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-12,2022-21-05,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server A,BC-13,2022-21-05,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-14,2022-21-05,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application B,server B,BC-15,2022-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application B,server B,BC-16,2022-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application B,server B,BC-17,2022-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application B,server B,BC-18,2022-21-05,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application B,server B,BC-19,2022-21-05,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-20,2022-21-05,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server B,BC-21,2022-21-05,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-22,2022-21-05,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server B,BC-23,2022-21-05,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-24,2022-21-05,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-01,2022-21-06,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,Findings A,FALSE,FALSE
application B,server A,BC-02,2022-21-06,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,Findings B,FALSE,FALSE
application B,server A,BC-03,2022-21-06,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,Findings C,FALSE,FALSE
application B,server A,BC-04,2022-21-06,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,Findings D,FALSE,FALSE
application B,server A,BC-05,2022-21-06,DOT NET,version1,Not a Finding,Findings A,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-06,2022-21-06,IE11,version1,Not a Finding,Findings B,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application B,server A,BC-07,2022-21-06,IE11,version1,Not a Finding,Findings C,version2,Open,,FALSE,FALSE
application B,server A,BC-08,2022-21-06,IE11,version1,Not a Finding,Findings D,version2,Open,,FALSE,FALSE
application B,server A,BC-09,2022-21-06,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server A,BC-10,2022-21-06,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-11,2022-21-06,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server A,BC-12,2022-21-06,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server A,BC-13,2022-21-06,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-14,2022-21-06,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application B,server B,BC-15,2022-21-06,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application B,server B,BC-16,2022-21-06,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application B,server B,BC-17,2022-21-06,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application B,server B,BC-18,2022-21-06,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application B,server B,BC-19,2022-21-06,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-20,2022-21-06,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-21,2022-21-06,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server B,BC-22,2022-21-06,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application B,server B,BC-23,2022-21-06,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application B,server B,BC-24,2022-21-06,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-01,2021-15-01,DOT NET,version1,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application C,server A,CC-02,2021-15-01,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application C,server A,CC-03,2021-15-01,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application C,server A,CC-04,2021-15-01,DOT NET,version1,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application C,server A,CC-05,2021-15-01,DOT NET,version1,Not Reviewed,Findings A,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-06,2021-15-01,IE11,version1,Not Reviewed,Findings B,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-07,2021-15-01,IE11,version1,Not Applicable,Findings C,version2,Not a Finding,,FALSE,FALSE
application C,server A,CC-08,2021-15-01,IE11,version1,Not Applicable,Findings D,version2,Not a Finding,,FALSE,FALSE
application C,server A,CC-09,2021-15-01,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-10,2021-15-01,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-11,2021-15-01,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-12,2021-15-01,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-13,2021-15-01,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-14,2021-15-03,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application C,server A,CC-15,2021-15-03,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application C,server A,CC-16,2021-15-03,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application C,server A,CC-17,2021-15-03,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application C,server A,CC-18,2021-15-03,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,Findings E,FALSE,FALSE
application C,server A,CC-19,2021-15-03,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-20,2021-15-03,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,,FALSE,FALSE
application C,server A,CC-21,2021-15-03,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,,FALSE,FALSE
application C,server A,CC-22,2021-15-03,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-23,2021-15-03,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-24,2021-15-03,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-01,2021-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application C,server A,CC-02,2021-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application C,server A,CC-03,2021-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application C,server A,CC-04,2021-21-05,DOT NET,version1,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application C,server A,CC-05,2021-21-05,DOT NET,version1,Not Reviewed,Findings A,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-06,2021-21-05,IE11,version1,Not Reviewed,Findings B,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-07,2021-21-05,IE11,version1,Not Applicable,Findings C,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-08,2021-21-05,IE11,version1,Not Applicable,Findings D,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-09,2021-21-05,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-10,2021-21-05,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,,FALSE,FALSE
